,GSM1369756,GSM1369757,GSM1369758,GSM1369759,GSM1369760,GSM1369761,GSM1369762,GSM1369763,GSM1369764,GSM1369765,GSM1369766,GSM1369767,GSM1369768,GSM1369769,GSM1369770,GSM1369771,GSM1369772,GSM1369773,GSM1369774,GSM1369775,GSM1369776,GSM1369777,GSM1369778,GSM1369779,GSM1369780,GSM1369781,GSM1369782,GSM1369783,GSM1369784,GSM1369785,GSM1369786,GSM1369787,GSM1369788,GSM1369789,GSM1369790,GSM1369791,GSM1369792,GSM1369793,GSM1369794,GSM1369795,GSM1369796,GSM1369797,GSM1369798,GSM1369799,GSM1369800,GSM1369801,GSM1369802,GSM1369803,GSM1369804,GSM1369805,GSM1369806,GSM1369807,GSM1369808,GSM1369809,GSM1369810,GSM1369811,GSM1369812,GSM1369813,GSM1369814,GSM1369815,GSM1369816,GSM1369817,GSM1369818,GSM1369819,GSM1369820,GSM1369821,GSM1369822,GSM1369823,GSM1369824,GSM1369825,GSM1369826,GSM1369827,GSM1369828,GSM1369829,GSM1369830,GSM1369831,GSM1369832,GSM1369833,GSM1369834,GSM1369835
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP,2.496182853,2.510202105,2.511538244,2.491452901,2.495551813,2.48838396,2.53275164,2.495551813,2.492481718,2.496813202,2.48838396,2.500083872,2.490535378,2.494095033,2.526333214,2.530259408,2.494095033,2.498484026,2.498484026,2.494870605,2.516486768,2.510540186,2.50413348,2.497994591,2.501648623,2.471777654,2.540034794,2.480914027,2.480914027,2.489686418,2.494870605,2.501187018,2.503195918,2.465375132,2.487241678,2.510540186,2.510540186,2.465375132,2.497994591,2.49321463,2.491452901,2.505575385,2.514733498,2.49321463,2.497352782,2.49321463,2.48838396,2.510202105,2.513420283,2.526333214,2.52269223,2.503667454,2.497352782,2.50578578,2.502637374,2.499081869,2.49321463,2.509836004,2.506799265,2.511923601,2.499081869,2.485831691,2.494870605,2.499651644,2.465375132,2.480914027,2.510843968,2.492481718,2.48838396,2.515621736,2.487241678,2.507974976,2.505996144,2.497994591,2.471777654,2.499081869,2.503667454,2.489686418,2.489686418,2.478121561
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,2.759189913,2.760585358,2.763162751,2.774536118,2.749972799,2.798305185,2.76876146,2.746682855,2.764915313,2.772621691,2.77899474,2.762067733,2.755804632,2.778736493,2.777362005,2.773450571,2.73722423,2.765460926,2.765068353,2.729487124,2.759806337,2.753394699,2.771830941,2.76096359,2.761393776,2.751201038,2.782291407,2.760674701,2.747342284,2.751061919,2.743972811,2.754071495,2.771490928,2.750211762,2.775438101,2.758633134,2.758996267,2.763553978,2.78119686,2.769414073,2.776357922,2.756396758,2.760393268,2.773737428,2.764191382,2.743771508,2.758455495,2.771175121,2.78738348,2.750569457,2.757622367,2.757141212,2.743133921,2.775584865,2.765660988,2.74767398,2.804955978,2.746730672,2.774623866,2.771740295,2.723257126,2.748518009,2.776002065,2.769905186,2.746029873,2.771175121,2.767233235,2.761300672,2.746635338,2.798741689,2.760770499,2.764485737,2.771604562,2.769594179,2.760723555,2.731640357,2.745496141,2.75810171,2.738512109,2.761560094
LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,3.543998589,3.765236203,3.693933876,3.757370542,3.785456953,3.717073074,3.698469738,3.576982018,3.707439932,3.755015472,3.6896603,3.709235967,3.551683665,3.696624884,3.709235967,3.717988728,3.719837264,3.581106284,3.553831688,3.586124953,3.731316227,3.551683665,3.575195191,3.717073074,3.76716099,3.707439932,3.571448039,3.572930444,3.71894481,3.579745906,3.772187666,3.73498089,3.728800242,3.745916864,3.565994505,3.732435281,3.55127665,3.772187666,3.766196691,3.71894481,3.604242115,3.714232983,3.753823727,3.753823727,3.709235967,3.766196691,3.706509319,3.699322282,3.565607924,3.752698468,3.546493179,3.690479293,3.728800242,3.760433982,3.576982018,3.708494425,3.705589111,3.682980302,3.687808531,3.695738907,3.711265325,3.701826782,3.709235967,3.702707262,3.756164184,3.548159963,3.524115727,3.703599663,3.541827788,3.547799953,3.713219144,3.720973564,3.561090107,3.739354066,3.731316227,3.571448039,3.588984234,3.716044297,3.720973564,3.557393334
LOC100996756,2.827664908,2.842549876,2.76481631,2.803484944,2.763287152,2.814297871,2.77899474,2.789148265,2.817220963,2.803248885,2.814528691,2.819745391,2.804387764,2.791941832,2.802011625,2.815401818,2.812399632,2.834696944,2.772019904,2.819044618,2.811308576,2.843850746,2.825269608,2.858803841,2.770348453,2.796629904,2.890376224,2.860851516,2.846294825,2.775959968,2.770498509,2.817514765,2.799441284,2.912179923,2.823917314,2.795235655,2.766892671,2.798452952,2.750765385,2.843537275,2.726926674,2.794821511,2.80334423,2.821144634,2.783688164,2.820201684,2.849039675,2.813320673,2.847511648,2.751881524,2.840862711,2.777166633,2.791804505,2.889322288,2.830198812,2.800382953,2.795811941,2.776220736,2.789525372,2.823517675,2.840571292,2.80386571,2.833627629,2.79609923,2.821144634,2.790377488,2.817857293,2.820576572,2.857237958,2.788236278,2.926405576,2.826633331,2.761300672,2.789391073,2.757141212,2.730201651,2.846202149,2.802709802,2.828873232,2.812255301
LOC100996758 /// NPY4R,2.81384348,2.78765671,2.796966154,2.831869737,2.841563905,2.82594904,2.867477138,2.843560279,2.81398521,2.793032433,2.792163209,2.854653276,2.830409973,2.847173536,2.837344351,2.754953167,2.823290794,2.827873368,2.812829162,2.846570528,2.839917756,2.825929859,2.824540291,2.838488771,2.827044864,2.829984033,2.812974405,2.835232681,2.856800603,2.780083919,2.789065976,2.822309296,2.805333128,2.897925903,2.806916715,2.851813796,2.821338498,2.824677947,2.83818724,2.805013693,2.825449448,2.847690732,2.792563033,2.795235655,2.793362635,2.835040525,2.825496485,2.804719459,2.840081883,2.814297871,2.833471286,2.802838442,2.83119886,2.778634694,2.826103383,2.77889397,2.807198432,2.854348836,2.845294997,2.79457816,2.782049006,2.82594904,2.796156836,2.831544863,2.852271751,2.857464638,2.830924891,2.814345645,2.798796167,2.823952933,2.803716821,2.833935125,2.799628109,2.810979198,2.835865316,2.878967316,2.852857825,2.850390786,2.842449646,2.84301356
LOC100996782 /// MED18,2.78046632,2.763794786,2.83919186,2.813361866,2.777264901,2.794335767,2.763462589,2.781297344,2.800364323,2.803716821,2.834916836,2.810825211,2.787851118,2.812779803,2.835630165,2.828519285,2.749558023,2.819906842,2.796966154,2.800269911,2.79486503,2.769059053,2.815164059,2.882673276,2.82482748,2.806074893,2.794159291,2.826235472,2.764301513,2.797764275,2.792479017,2.772869029,2.811692665,2.809166387,2.808266452,2.761866637,2.818632428,2.808679096,2.806074893,2.783945071,2.818486295,2.816787462,2.824180888,2.771657211,2.846477904,2.797303426,2.800668823,2.805987009,2.803210198,2.803716821,2.783688164,2.835630165,2.808630893,2.821048255,2.810825211,2.774034297,2.822123862,2.831102172,2.835003121,2.79033898,2.799218512,2.804955978,2.795600415,2.778531784,2.801011372,2.79198429,2.772535279,2.765124527,2.810933105,2.809166387,2.789343871,2.79457816,2.812487939,2.806356768,2.784502769,2.791376407,2.802193485,2.832892009,2.827830991,2.788069718
LOC100996792 /// MAP2K3,3.250516114,3.303986053,3.240023806,3.248920687,3.22124667,3.301415132,3.265209907,3.242896849,3.247665063,3.249375752,3.238639949,3.238228092,3.310962471,3.265209907,3.259794999,3.270320585,3.320637642,3.327185324,3.244868795,3.253463701,3.331344439,3.262505731,3.236625959,3.257343232,3.239155561,3.25659714,3.242498526,3.225719237,3.233080116,3.312953606,3.301877567,3.304608903,3.25105544,3.257882712,3.315479877,3.258327801,3.221033747,3.245626492,3.274195886,3.285437377,3.213468716,3.178933648,3.204568068,3.266829751,3.22481326,3.247778794,3.241256729,3.232021819,3.211342163,3.248920687,3.313083583,3.241383421,3.259698044,3.282235752,3.232021819,3.223059943,3.221033747,3.256133516,3.258997238,3.298293489,3.239261029,3.208445096,3.228846831,3.229282346,3.20400484,3.236921359,3.279687467,3.223608886,3.313083583,3.246741803,3.237495151,3.283097083,3.217693985,3.292957262,3.271307505,3.268539154,3.248812962,3.216206157,3.223059943,3.282364729
LOC100996843,2.614261339,2.580345206,2.57667196,2.554986858,2.572178774,2.567524639,2.597690169,2.580070327,2.562923589,2.582671209,2.554378234,2.579020453,2.58579239,2.572545583,2.566768086,2.575066828,2.602052477,2.608536861,2.549017306,2.583259549,2.59142289,2.595420233,2.571040162,2.556875021,2.618247575,2.590591132,2.595171307,2.58963569,2.577719244,2.587225273,2.57370294,2.606304689,2.570709047,2.610234727,2.607235199,2.605576962,2.601240405,2.593391616,2.583723415,2.57370294,2.579020453,2.560017794,2.585407271,2.587497762,2.581324505,2.601862813,2.589483473,2.590013483,2.580070327,2.584304685,2.592575174,2.567411431,2.582828192,2.599138954,2.569936605,2.609338853,2.57497282,2.554986858,2.566962637,2.586258736,2.579471642,2.646177644,2.589822729,2.618072104,2.578755361,2.615192973,2.610555778,2.568974351,2.57800792,2.602320747,2.603617429,2.601959229,2.570382516,2.570492635,2.591964129,2.602052477,2.586446576,2.594648334,2.586258736,2.585302671
LOC101060181 /// ZNF44,2.80603362,2.751902026,2.795641538,2.79055787,2.820294236,2.794670335,2.770939706,2.756199928,2.818674064,2.807246344,2.80329482,2.79198429,2.772824703,2.786277476,2.821465417,2.824131348,2.781903339,2.803248885,2.802054901,2.773737428,2.844880044,2.81135838,2.773220302,2.807345412,2.797764275,2.759854964,2.795185149,2.784405134,2.753822803,2.775873024,2.805433369,2.785289154,2.795600415,2.763654378,2.784738203,2.768028614,2.784405134,2.786226746,2.804299651,2.784405134,2.805098017,2.810635545,2.78810911,2.766046083,2.810399774,2.778531784,2.807140769,2.734875225,2.82297461,2.821875396,2.833795878,2.800440145,2.768361653,2.778531784,2.773827592,2.793319087,2.778783759,2.798490513,2.812399632,2.780180154,2.802709802,2.76871223,2.792648674,2.803622817,2.77004893,2.745319781,2.760770499,2.796966154,2.756444958,2.792521346,2.724466736,2.792479017,2.790603136,2.815067153,2.722528091,2.754574366,2.756096703,2.829103254,2.809403767,2.783793
LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,2.670048692,2.711067077,2.657405784,2.702526652,2.715463065,2.649502432,2.66829485,2.688082049,2.694868298,2.667714257,2.665953403,2.704455373,2.690020168,2.706532084,2.710190296,2.666070228,2.701348516,2.705430002,2.689964182,2.645327123,2.713776877,2.671594296,2.663050936,2.678278386,2.709529521,2.68855854,2.67968101,2.6832402,2.678476165,2.71871136,2.686036323,2.726816428,2.676369863,2.690704002,2.708737178,2.674537718,2.712881524,2.726479765,2.684412254,2.712377138,2.682831813,2.687664905,2.710616376,2.700615033,2.685750261,2.71056456,2.663109199,2.720754671,2.701218351,2.679648521,2.703450463,2.669927653,2.704846214,2.663351027,2.688918944,2.726896461,2.670414094,2.684344698,2.664171542,2.645387226,2.702187778,2.723405501,2.700550106,2.709113276,2.682555989,2.667714257,2.675688246,2.680310011,2.734688276,2.708256895,2.708310794,2.719761311,2.692643187,2.698292848,2.73140217,2.717028939,2.682806923,2.689353618,2.661271466,2.665581126
LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,3.195969237,3.080511497,3.044233626,2.978362394,3.088782261,3.197037591,3.163063035,3.031189812,3.096543189,2.977489267,3.021602629,3.00227734,3.301779278,3.108479751,3.22473463,3.16401738,3.123115668,3.347990613,3.039661897,3.066564703,3.201866028,3.041452568,3.131595328,3.080163537,3.091441017,3.143932184,3.045385762,3.062439943,3.183288853,3.162618795,3.137122556,3.283216408,3.293591157,3.175456658,3.14519885,3.124780738,3.179566405,3.110661921,3.190358488,3.207054925,3.115335407,3.037789155,3.123687871,3.148936235,3.128381391,3.100230688,3.061035597,3.154842214,3.121459614,3.21417932,3.24150161,3.102502287,3.217693985,3.177357359,3.058212707,3.117083977,3.089077997,3.083607313,3.090851425,3.133144787,3.099253748,3.127659773,3.11154306,3.122494149,3.060388095,3.180932019,3.186768004,3.14014096,3.227528169,3.203631171,3.093808217,3.296506084,3.057312241,3.239339266,3.024406384,3.110266504,3.086483877,3.071717659,3.100968553,3.140509471
LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H,3.079381951,3.030873797,2.988420555,2.988547346,2.970954566,3.02153711,3.067012893,3.087607223,3.016594311,3.028077989,2.965496324,3.010186935,3.083685206,2.994813379,3.040494607,3.050840442,3.067669709,3.105294185,2.974331326,2.965117769,3.056557787,3.012044035,3.066169525,3.044622631,3.030688691,3.064720276,3.016948512,3.029342614,3.0673362,3.058866876,3.048744442,3.076310442,3.112214512,3.027526938,3.130525641,3.021788569,3.048616961,3.07493514,3.0586752,3.050329851,3.035107532,3.041249421,2.994927668,3.086125635,3.020669098,3.049112972,3.058922591,3.071588939,3.010241762,3.077449119,3.047098949,3.045608274,2.980904736,3.033504608,3.078875866,3.039771391,3.067012893,2.944356522,3.005031106,3.06812066,3.058795671,2.992032835,3.02407829,3.037647986,3.06223193,2.98540587,3.059461669,3.047159695,3.078082753,3.089483172,3.076571209,3.094019258,3.086061402,3.127271336,3.021412266,3.079876049,3.063971183,3.069322628,3.04760605,3.075538559
LOC101060363 /// PPIA,3.636829745,3.60976543,3.607202397,3.61259044,3.623838816,3.616812697,3.639693888,3.627357285,3.610315038,3.625202367,3.611472634,3.632682857,3.638911325,3.61259044,3.621239061,3.62301305,3.648598865,3.629131571,3.611472634,3.62810701,3.633347584,3.628674753,3.621239061,3.615509136,3.635593626,3.613710694,3.620652529,3.621239061,3.62810701,3.640862171,3.618966431,3.620652529,3.605400867,3.645090986,3.622486249,3.667143407,3.618242668,3.625955134,3.616812697,3.627357285,3.648598865,3.626607416,3.625955134,3.629792828,3.618966431,3.628674753,3.618966431,3.630452912,3.61259044,3.647003772,3.623838816,3.618242668,3.620652529,3.621896024,3.625202367,3.615509136,3.616113212,3.636127414,3.633347584,3.628674753,3.62301305,3.617577473,3.629131571,3.623838816,3.625202367,3.637573795,3.632682857,3.612070258,3.618242668,3.614394693,3.633997922,3.642200983,3.626607416,3.620652529,3.635593626,3.644361906,3.631950685,3.615509136,3.628674753,3.627357285
LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,3.354231495,3.330267083,3.373853096,3.353411394,3.33524121,3.345326131,3.37906318,3.347464433,3.35083709,3.365135041,3.363963149,3.340709055,3.398751611,3.340965168,3.360200902,3.383673395,3.334813039,3.391014117,3.34041932,3.343550644,3.373000999,3.339746793,3.368177872,3.333278272,3.358602816,3.334392043,3.382640388,3.403270519,3.40026039,3.349686093,3.355558278,3.37267566,3.385342048,3.412874485,3.371922747,3.448694553,3.397745954,3.339746793,3.346755558,3.359169281,3.342225673,3.339746793,3.327839641,3.401456082,3.383484348,3.360493335,3.36118546,3.377295465,3.397553551,3.37951996,3.373147998,3.369299362,3.309089967,3.438447369,3.406163589,3.36118546,3.380198411,3.395728373,3.347182867,3.350264454,3.386397606,3.372384127,3.378732658,3.352564311,3.371211636,3.413219,3.357508747,3.396111627,3.331906034,3.383142472,3.379237954,3.394377998,3.388501698,3.380198411,3.307063583,3.383484348,3.412874485,3.397912358,3.347990613,3.386201013
LOC101060521 /// POLR3E,2.821001672,2.825359068,2.82067285,2.857714024,2.815960781,2.886418608,2.839013508,2.833170211,2.81766684,2.872937677,2.825359068,2.790808662,2.836870545,2.840668645,2.881185229,2.870174316,2.81820537,2.875651671,2.868229546,2.83509508,2.909691556,2.864813236,2.866280715,2.815584629,2.876373978,2.838102685,2.869894217,2.877984131,2.878406734,2.905530443,2.816564289,2.8524923,2.840668645,2.895951921,2.890518469,2.878689596,2.925265599,2.857149297,2.87656329,2.83919186,2.878068454,2.782929349,2.802146856,2.866740477,2.894516855,2.83771262,2.874856527,2.876208262,2.890701591,2.823340526,2.911591243,2.865450495,2.818632428,2.90255115,2.847018849,2.868045644,2.877856465,2.809166387,2.899813581,2.861945045,2.859887839,2.871953173,2.877802555,2.875416317,2.866648519,2.882166441,2.881440375,2.845294997,2.900678155,2.948951385,2.86327087,2.836828239,2.869894217,2.86915664,2.853958999,2.874945123,2.855256687,2.885798371,2.850708884,2.913855914
LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3,3.187696893,3.161140177,3.172503031,3.160950345,3.160001313,3.1557219,3.155573645,3.137528515,3.127033943,3.12550127,3.175022378,3.188850225,3.174213409,3.148091168,3.156593522,3.2304902,3.215954437,3.133468451,3.150685479,3.198555235,3.134548253,3.164720047,3.103144057,3.169890732,3.165063613,3.194032262,3.140218891,3.181684285,3.170303522,3.178373863,3.22056745,3.169521403,3.150363738,3.165432126,3.159210315,3.200286459,3.158795355,3.184483705,3.174213409,3.166704056,3.182677765,3.130698768,3.219777676,3.174481489,3.185259924,3.153851561,3.173801655,3.202183108,3.132309829,3.183556535,3.192736797,3.238425988,3.131755529,3.171226699,3.199935676,3.161311208,3.187127429,3.192651259,3.181450928,3.155769448,3.227733246,3.185503565,3.17724129,3.209028656,3.174929292,3.211938325,3.15294409,3.186126729,3.14857533,3.199657267,3.217979694,3.149760864,3.184662567,3.17874513,3.160001313,3.185341792,3.152418954,3.225924809,3.165513706,3.200490491
LOC101060604 /// SLC7A5P1 /// SMG1P3,2.567524639,2.557656694,2.543574373,2.556875021,2.560608593,2.559892384,2.54549501,2.562130897,2.558310253,2.565209537,2.565209537,2.592575174,2.559405272,2.568176717,2.575646835,2.545194859,2.575152449,2.556591927,2.569888768,2.567411431,2.561194655,2.562810582,2.558923005,2.581894114,2.559293123,2.571040162,2.568871152,2.550933911,2.581209858,2.542852832,2.565698155,2.568871152,2.551887333,2.574654862,2.556875021,2.543902971,2.581424733,2.544543359,2.538853944,2.548297358,2.580269076,2.55817783,2.55864191,2.573366608,2.564340592,2.542852832,2.563742668,2.556198042,2.586776928,2.587315245,2.537779996,2.600352692,2.568290879,2.571863899,2.540375777,2.623476991,2.543574373,2.557271008,2.552284717,2.567298984,2.564868163,2.585960973,2.584201729,2.578856527,2.586934789,2.55304028,2.568233799,2.570933562,2.552800823,2.557145762,2.562130897,2.542852832,2.571347419,2.570162482,2.54549501,2.582872062,2.563742668,2.583059378,2.569936605,2.586446576
LOC101060747 /// PDPK1,3.185071779,3.10145548,3.099567879,3.111835845,3.076514007,3.131826954,3.154597371,3.162529588,3.098421232,3.075980315,3.104426461,3.106452317,3.154766567,3.09508342,3.143010903,3.169440669,3.146353389,3.173534179,3.106298491,3.075755435,3.161032595,3.134860877,3.14083468,3.124780738,3.130363777,3.1572042,3.144099701,3.160593443,3.132403038,3.181269979,3.154676762,3.168918029,3.176502751,3.140919521,3.175456658,3.162529588,3.192097134,3.172323306,3.162115297,3.136155713,3.16679595,3.088495419,3.19799903,3.20400484,3.200591814,3.187320604,3.198835887,3.229179255,3.176424613,3.220000359,3.19816635,3.221982375,3.150113622,3.220749941,3.208096773,3.232320321,3.18481098,3.196866267,3.201663726,3.192193876,3.214363096,3.19789868,3.202040918,3.17310669,3.201249426,3.220000359,3.221668688,3.216206157,3.164177613,3.191279134,3.189969218,3.178847012,3.214102903,3.144945393,3.151047664,3.198555235,3.152601208,3.152338764,3.149532091,3.125343389
LOC101926913,2.568974351,2.575152449,2.564542543,2.575549608,2.576330318,2.575727764,2.585407271,2.573366608,2.552541054,2.612431331,2.615192973,2.610234727,2.575066828,2.579020453,2.597690169,2.591696444,2.608888943,2.601146008,2.564394502,2.594729288,2.569554484,2.582479155,2.554606082,2.541703063,2.570382516,2.569888768,2.58101875,2.586625926,2.564448411,2.557382712,2.608263458,2.608797161,2.594980746,2.588302006,2.590491785,2.583259549,2.602146699,2.562241959,2.579234457,2.611110909,2.584201729,2.582971285,2.586446576,2.580269076,2.580070327,2.612431331,2.589822729,2.601959229,2.608975094,2.542110042,2.574763238,2.595420233,2.600352692,2.594980746,2.57761696,2.61434608,2.598790048,2.603196034,2.607743479,2.616867794,2.583259549,2.56247601,2.60597861,2.59892359,2.576228729,2.60012275,2.583536456,2.621863749,2.55995509,2.58963569,2.622370183,2.583629729,2.587138554,2.599864521,2.57349127,2.584424217,2.591770607,2.559165804,2.576862219,2.589483473
